brand;model;year;mileage_km;engine_volume;engine_hp;n_owners;transmission;body_type;color;price_rub
BMW;X7;2021;193068.0;2.8;184.8;2.0;Automatic;SUV;white;4833203
BMW;3 Series;2013;55629.0;1.5;99.0;4.0;Automatic;Sedan;blue;2414936
BMW;X5_M;2019;164903.0;3.3;217.8;4.0;Automatic;SUV;red;6032696
BMW;5 Series_M;2020;190177.0;3.7;236.8;2.0;Automatic;Sedan;white;5174039
BMW;3 Series;2020;180813.0;1.5;94.5;2.0;Automatic;Sedan;blue;3233489
BMW;X3_M;2018;153520.0;3.3;207.9;3.0;Automatic;SUV;green;5701745
BMW;3 Series_M;2021;204642.0;3.2;;2.0;Automatic;Sedan;blue;5330892
BMW;X3;2022;224459.0;2.5;165.0;3.0;Automatic;SUV;green;4734579
BMW;3 Series;2021;194565.0;3.1;195.3;2.0;Automatic;Sedan;black;3861029
BMW;X3;2013;52787.0;3.1;198.4;4.0;Manual;SUV;blue;3402155
BMW;3 Series;2013;54493.0;1.1;72.6;4.0;Manual;Sedan;red;2265103
BMW;3 Series_M;2016;103425.0;3.3;207.9;4.0;Automatic;Sedan;white;4331801
BMW;X7;2012;37034.0;1.6;100.8;4.0;Manual;SUV;blue;2686944
BMW;X5;2012;;2.1;132.3;;Manual;SUV;blue;2805546
BMW;7 Series_M;2012;35704.0;3.2;;4.0;Automatic;Sedan;black;3483390
BMW;3 Series_M;2020;178482.0;3.7;247.9;2.0;Automatic;Sedan;red;5407798
BMW;3 Series_M;2013;52961.0;3.2;214.4;4.0;Manual;Sedan;white;3712924
BMW;X5_M;2020;177596.0;;220.5;2.0;Automatic;SUV;green;6404670
BMW;7 Series;2015;90578.0;2.6;174.2;4.0;Automatic;Sedan;blue;3011094
BMW;X7;2013;54688.0;3.2;201.6;4.0;Manual;SUV;red;3385281
BMW;X7_M;2011;17801.0;3.3;217.8;4.0;Automatic;SUV;white;3764686
BMW;X7_M;2018;142620.0;3.8;254.6;3.0;Manual;SUV;green;5966919
BMW;X3;2016;113994.0;;166.4;4.0;Automatic;SUV;green;3660533
BMW;5 Series;2022;217483.0;2.9;194.3;2.0;Manual;Sedan;white;4000568
BMW;X7_M;2021;203352.0;3.3;207.9;3.0;Automatic;SUV;black;6542536
BMW;7 Series_M;2012;36236.0;3.3;211.2;4.0;Manual;Sedan;white;3462088
BMW;X5_M;2010;5000.0;3.2;201.6;4.0;Automatic;SUV;red;3370209
BMW;5 Series;2011;18007.0;1.7;113.9;4.0;Manual;Sedan;red;2208240
BMW;X7_M;2018;143520.0;3.1;198.4;4.0;Manual;SUV;white;5669967
BMW;X5;2019;155135.0;3.7;244.2;3.0;Manual;SUV;blue;4800808
BMW;X7_M;2013;55587.0;3.4;227.8;4.0;Automatic;SUV;green;4421067
BMW;3 Series;2018;144876.0;2.3;144.9;3.0;Automatic;Sedan;blue;3265639
BMW;X7_M;2012;36244.0;3.6;230.4;4.0;Manual;SUV;black;4091817
BMW;5 Series_M;2014;73218.0;3.2;214.4;4.0;Automatic;Sedan;green;3907593
BMW;7 Series;2010;5000.0;2.7;;4.0;Automatic;Sedan;red;2413582
BMW;X7_M;2022;225237.0;3.2;211.2;2.0;Automatic;SUV;blue;6862398
BMW;X7;2013;52991.0;2.7;172.8;4.0;Automatic;SUV;red;3305457
BMW;3 Series;2011;17858.0;2.3;149.5;4.0;Manual;Sedan;blue;2391782
BMW;3 Series_M;2014;72842.0;3.5;234.5;4.0;Automatic;Sedan;black;4031152
BMW;X7_M;2018;145037.0;3.2;211.2;4.0;Automatic;SUV;black;5773581
BMW;3 Series;2010;5000.0;2.9;182.7;4.0;Automatic;Sedan;green;2459351
BMW;5 Series;2019;157400.0;2.0;128.0;4.0;Automatic;Sedan;white;3260355
BMW;X5_M;2022;221956.0;3.5;227.5;3.0;Automatic;SUV;black;6922330
BMW;X5;2016;116169.0;2.8;184.8;4.0;Automatic;SUV;white;3785753
BMW;7 Series_M;2020;187053.0;3.2;211.2;2.0;Automatic;Sedan;blue;5089196
BMW;5 Series;2019;164666.0;2.7;172.8;3.0;Automatic;Sedan;white;3444397
BMW;X5;2017;122046.0;3.5;220.5;3.0;Automatic;SUV;green;4286215
BMW;7 Series;2015;91523.0;2.3;151.8;4.0;Automatic;Sedan;blue;2849677
BMW;X5;2017;130888.0;2.7;180.9;4.0;Automatic;SUV;red;4018180
BMW;3 Series;2017;126159.0;2.4;153.6;4.0;Automatic;Sedan;green;3117353
BMW;5 Series_M;2019;167049.0;3.4;214.2;4.0;Manual;Sedan;red;4882446
BMW;3 Series;2013;51741.0;2.5;160.0;4.0;Automatic;Sedan;green;2704651
BMW;X3;2010;5000.0;2.0;126.0;4.0;Automatic;SUV;white;2383786
BMW;X7;2016;106061.0;2.9;188.5;4.0;Manual;SUV;black;3902604
BMW;X5_M;2017;127192.0;3.7;236.8;3.0;Automatic;SUV;green;5594358
BMW;7 Series;2021;193123.0;2.9;188.5;3.0;Manual;Sedan;white;3874769
BMW;X5_M;2021;199492.0;3.5;234.5;3.0;Automatic;SUV;white;6696806
BMW;X3;2011;;3.1;204.6;4.0;Manual;SUV;white;3095929
BMW;3 Series;2017;126980.0;3.0;192.0;4.0;Automatic;Sedan;white;3354168
BMW;5 Series_M;2013;56820.0;3.3;214.5;4.0;Automatic;Sedan;black;3717057
BMW;3 Series;2022;212961.0;3.0;195.0;2.0;Automatic;Sedan;blue;4045106
BMW;X5_M;2012;36226.0;3.3;221.1;4.0;Automatic;SUV;white;4060123
BMW;X7_M;2020;179627.0;3.3;211.2;2.0;Manual;SUV;black;6346118
BMW;X5;2010;5000.0;2.3;151.8;4.0;Automatic;SUV;red;2545382
BMW;7 Series;2020;170216.0;1.8;118.8;2.0;Automatic;Sedan;white;3398988
BMW;X7_M;2022;204559.0;3.6;226.8;2.0;Automatic;SUV;green;7154927
BMW;X7;2016;110691.0;2.7;180.9;4.0;Manual;SUV;blue;3768997
BMW;X7_M;2015;90799.0;3.4;214.2;4.0;Automatic;SUV;red;4883705
BMW;X3_M;2011;18728.0;3.3;;4.0;Automatic;SUV;blue;3696081
BMW;X7;2010;5000.0;2.6;166.4;4.0;Automatic;SUV;blue;2599489
BMW;X7_M;2020;190424.0;3.3;221.1;3.0;Automatic;SUV;green;6303254
BMW;3 Series;2017;126950.0;3.3;211.2;3.0;Manual;Sedan;black;3452655
BMW;X3;2011;18269.0;1.9;123.5;4.0;Automatic;SUV;green;2677956
BMW;3 Series_M;2010;5000.0;3.1;201.5;4.0;Automatic;Sedan;blue;2944777
BMW;X7;2016;103176.0;1.7;112.2;4.0;Manual;SUV;blue;3555837
BMW;7 Series;2011;17894.0;2.4;160.8;4.0;Automatic;Sedan;green;2439199
BMW;X5;2015;90612.0;2.5;160.0;4.0;Automatic;SUV;green;3568234
BMW;7 Series;2016;107384.0;2.6;163.8;4.0;Automatic;Sedan;blue;3049028
BMW;X3;2010;5000.0;2.3;144.9;4.0;Manual;SUV;blue;2472664
BMW;X7;2015;88588.0;2.3;154.1;4.0;Automatic;SUV;white;3558334
BMW;X5_M;2019;158261.0;3.2;201.6;4.0;Automatic;SUV;green;5999519
BMW;5 Series;2013;53691.0;3.1;204.6;4.0;Manual;Sedan;black;2991839
BMW;5 Series;2022;223403.0;2.1;132.3;3.0;Automatic;Sedan;black;3596392
BMW;7 Series_M;2014;72721.0;3.3;214.5;4.0;Automatic;Sedan;green;3885613
BMW;7 Series;2014;73215.0;2.2;147.4;4.0;Manual;Sedan;blue;2715755
BMW;X5_M;2015;93053.0;3.2;201.6;4.0;Automatic;SUV;red;4782800
BMW;X3_M;2019;168778.0;3.2;214.4;3.0;Automatic;SUV;red;5973509
BMW;X7;2015;88776.0;1.1;69.3;4.0;Manual;SUV;green;3056073
BMW;X7_M;2011;17908.0;3.2;201.6;4.0;Automatic;SUV;red;3738329
BMW;X7_M;2022;206693.0;3.6;234.0;3.0;Automatic;SUV;blue;7154579
BMW;X3_M;2020;179191.0;3.3;207.9;2.0;Automatic;SUV;black;6356422
BMW;7 Series_M;2012;34770.0;3.7;247.9;4.0;Automatic;Sedan;red;3647876
BMW;X7;2016;110423.0;2.5;165.0;4.0;Automatic;SUV;white;3771874
BMW;5 Series_M;2021;199237.0;3.4;;2.0;Automatic;Sedan;green;5413775
BMW;7 Series;2017;122978.0;3.5;227.5;4.0;Manual;Sedan;red;3599361
BMW;7 Series_M;2018;140257.0;3.3;207.9;4.0;Automatic;Sedan;black;4818544
BMW;X5;2010;5000.0;3.0;189.0;4.0;Automatic;SUV;white;2776779
BMW;X5_M;2021;206830.0;3.6;226.8;2.0;Automatic;SUV;black;6591003
BMW;X3;2013;54420.0;2.2;140.8;4.0;Manual;SUV;red;3040767
BMW;7 Series;2017;128283.0;3.1;195.3;3.0;Automatic;Sedan;red;3344562
BMW;X3;2016;112355.0;2.3;151.8;4.0;Automatic;SUV;black;3616118
BMW;3 Series;2019;167785.0;1.7;107.1;4.0;Automatic;Sedan;blue;3125131
BMW;5 Series_M;2013;54132.0;3.3;207.9;4.0;Automatic;Sedan;green;3653338
BMW;7 Series;2013;54688.0;1.8;115.2;4.0;Manual;Sedan;green;2459773
BMW;X5_M;2019;162736.0;3.3;207.9;4.0;Manual;SUV;blue;6000483
BMW;X5_M;2011;18287.0;3.3;207.9;4.0;Automatic;SUV;green;3779347
BMW;5 Series;2020;182935.0;2.5;165.0;3.0;Automatic;Sedan;blue;3499099
BMW;5 Series_M;2012;35093.0;2.8;187.6;4.0;Automatic;Sedan;white;3328726
BMW;7 Series_M;2017;123941.0;3.3;211.2;4.0;Automatic;Sedan;blue;4606116
BMW;X3;2010;5000.0;2.7;180.9;4.0;Automatic;SUV;blue;2660283
BMW;X7;2017;121957.0;1.9;123.5;3.0;Automatic;SUV;red;3794107
BMW;X7_M;2014;73846.0;3.4;221.0;4.0;Automatic;SUV;black;4644509
BMW;7 Series;2015;88687.0;2.7;172.8;4.0;Automatic;Sedan;black;3061618
BMW;3 Series_M;2018;139697.0;3.4;224.4;4.0;Automatic;Sedan;green;4891172
BMW;5 Series_M;2022;216538.0;3.4;227.8;3.0;Automatic;Sedan;blue;5676882
BMW;7 Series;2015;92332.0;2.5;;4.0;Automatic;Sedan;black;2957096
BMW;X5;2017;128289.0;2.1;134.4;4.0;Automatic;SUV;red;3781413
BMW;7 Series;2020;181751.0;2.2;140.8;2.0;Automatic;Sedan;black;3424710
BMW;5 Series_M;2011;18988.0;3.8;239.4;4.0;Automatic;Sedan;black;3381297
BMW;7 Series;2012;37766.0;2.9;191.4;4.0;Automatic;Sedan;green;2775415
BMW;3 Series_M;2021;198991.0;3.1;204.6;2.0;Automatic;Sedan;white;5376282
BMW;5 Series_M;2018;139135.0;3.5;234.5;4.0;Automatic;Sedan;red;4968425
BMW;X5_M;2017;126550.0;3.5;224.0;3.0;Automatic;SUV;black;5533426
BMW;7 Series_M;2014;72770.0;3.5;224.0;4.0;Manual;Sedan;red;4019994
BMW;X7_M;2010;5000.0;2.8;179.2;4.0;Automatic;SUV;black;3208277
BMW;5 Series;2020;177889.0;2.2;147.4;2.0;Automatic;Sedan;green;3511739
BMW;X5_M;2014;73119.0;3.5;234.5;4.0;Manual;SUV;red;4755511
BMW;X3;2013;53572.0;3.3;214.5;;Automatic;SUV;blue;3456104
BMW;7 Series;2015;87087.0;2.2;138.6;4.0;Manual;Sedan;blue;2881097
BMW;5 Series;2013;53344.0;2.5;;4.0;Automatic;Sedan;blue;2743074
BMW;5 Series_M;2011;17715.0;3.4;214.2;4.0;Manual;Sedan;black;3298497
BMW;X7;2013;55697.0;2.7;172.8;4.0;Automatic;SUV;black;3247328
BMW;5 Series;2015;85888.0;2.4;160.8;4.0;Automatic;Sedan;green;2952615
BMW;X7;2020;187292.0;2.5;167.5;3.0;Automatic;SUV;blue;4452979
BMW;X3;2016;106257.0;2.6;174.2;4.0;Automatic;SUV;white;3844920
BMW;5 Series;2021;191404.0;2.7;178.2;3.0;Automatic;Sedan;blue;3800076
BMW;3 Series_M;2014;72333.0;3.0;195.0;4.0;Manual;Sedan;white;3841897
BMW;5 Series_M;2015;88891.0;3.2;208.0;4.0;Automatic;Sedan;black;4146638
BMW;X7;2014;73940.0;1.9;125.4;4.0;Automatic;SUV;green;3160313
BMW;X7;2022;217310.0;3.0;201.0;3.0;Automatic;SUV;red;5051936
BMW;7 Series;2021;201841.0;2.6;169.0;3.0;Manual;Sedan;red;3646419
BMW;3 Series;2017;119983.0;3.0;195.0;3.0;Manual;Sedan;green;3420489
BMW;5 Series_M;2012;36688.0;3.4;217.6;4.0;Manual;Sedan;green;3473095
BMW;X5_M;2022;217872.0;3.5;234.5;2.0;Manual;SUV;blue;7000389
BMW;X7;2016;106297.0;3.4;217.6;;Automatic;SUV;green;4091126
BMW;7 Series_M;2013;55762.0;3.2;208.0;4.0;Automatic;Sedan;red;3694092
BMW;7 Series_M;2013;53552.0;3.2;211.2;4.0;Manual;Sedan;black;3743912
BMW;3 Series;2022;223797.0;2.5;160.0;2.0;Manual;Sedan;black;3748502
BMW;7 Series_M;2019;169564.0;3.4;224.4;4.0;Automatic;Sedan;red;4939174
BMW;5 Series_M;2018;143132.0;3.2;201.6;4.0;Manual;Sedan;black;4733780
BMW;X5_M;2021;196013.0;3.2;211.2;2.0;Automatic;SUV;white;6605268
BMW;X7;2019;165509.0;2.0;126.0;4.0;Manual;SUV;blue;4026861
BMW;X7;2016;106885.0;1.6;105.6;4.0;Automatic;SUV;red;3498096
BMW;X3_M;2013;56342.0;3.2;214.4;4.0;Automatic;SUV;white;4314174
BMW;7 Series_M;2022;215397.0;3.3;217.8;3.0;Manual;Sedan;red;5631879
BMW;3 Series_M;2011;17587.0;3.5;234.5;4.0;Automatic;Sedan;blue;3431626
BMW;7 Series;2016;107067.0;2.7;180.9;4.0;Automatic;Sedan;green;3212704
BMW;X7_M;2012;37807.0;3.4;224.4;4.0;Automatic;SUV;white;4061415
BMW;X5;2019;166447.0;2.0;132.0;4.0;Manual;SUV;red;4054337
BMW;5 Series;2012;35856.0;2.6;166.4;4.0;Manual;Sedan;blue;2645647
BMW;X3_M;2015;92168.0;3.5;234.5;4.0;Automatic;SUV;red;4982496
BMW;3 Series_M;2021;199516.0;3.4;227.8;2.0;Automatic;Sedan;blue;5493577
BMW;X7_M;2019;157436.0;3.2;201.6;3.0;Automatic;SUV;blue;6000622
BMW;7 Series;2011;17217.0;2.4;151.2;4.0;Automatic;Sedan;green;2409162
BMW;X5;2016;106843.0;3.8;247.0;4.0;Automatic;SUV;blue;4204647
BMW;3 Series;2018;143179.0;2.4;158.4;3.0;Automatic;Sedan;red;3294277
BMW;3 Series_M;2019;162785.0;3.7;247.9;3.0;Manual;Sedan;white;5159060
BMW;5 Series_M;2014;68651.0;;214.4;4.0;Automatic;Sedan;red;3946482
BMW;X5_M;2016;113338.0;3.6;230.4;4.0;Automatic;SUV;white;5203830
BMW;5 Series;2015;91785.0;3.2;204.8;4.0;Automatic;Sedan;white;3151599
BMW;X3;2013;53927.0;2.4;158.4;4.0;Manual;SUV;green;3170935
BMW;5 Series;2021;200363.0;2.5;162.5;3.0;Automatic;Sedan;red;3610346
BMW;7 Series;2015;89807.0;3.2;214.4;4.0;Automatic;Sedan;red;3200019
BMW;X5;2010;5000.0;2.6;163.8;4.0;Manual;SUV;white;2642895
BMW;7 Series_M;2020;172058.0;3.4;221.0;3.0;Manual;Sedan;white;5294356
BMW;7 Series;2013;52175.0;2.2;147.4;4.0;Manual;Sedan;red;2634872
BMW;X7_M;2018;145529.0;3.2;211.2;;Manual;SUV;green;5758722
BMW;X7_M;2013;54938.0;3.3;221.1;4.0;Automatic;SUV;black;4407764
BMW;3 Series;2012;34830.0;2.4;153.6;4.0;Automatic;Sedan;red;2559416
BMW;5 Series;2021;189521.0;2.5;167.5;2.0;Automatic;Sedan;green;3787458
BMW;7 Series_M;2015;91256.0;3.5;227.5;4.0;Automatic;Sedan;white;4221633
BMW;5 Series_M;2019;164395.0;2.8;187.6;4.0;Automatic;Sedan;green;4856270
BMW;7 Series;2016;105970.0;2.4;160.8;4.0;Automatic;Sedan;black;3072341
BMW;X5_M;2014;75017.0;3.5;231.0;4.0;Automatic;SUV;black;4692973
BMW;X7;2021;196028.0;2.4;153.6;3.0;Automatic;SUV;red;4664042
BMW;3 Series;2019;169280.0;2.2;143.0;4.0;Automatic;Sedan;black;3312953
BMW;3 Series;2021;189008.0;2.0;128.0;2.0;Automatic;Sedan;blue;3546781
BMW;X7_M;2016;112364.0;3.7;233.1;4.0;Automatic;SUV;black;5239147
BMW;X7_M;2018;143997.0;3.5;220.5;4.0;Automatic;SUV;white;5785580
BMW;7 Series_M;2014;73338.0;3.3;221.1;4.0;Automatic;Sedan;green;3911989
BMW;X5_M;2013;53667.0;3.6;237.6;4.0;Automatic;SUV;blue;4500941
BMW;X7_M;2015;93403.0;3.0;195.0;4.0;Manual;SUV;black;4814294
BMW;X7_M;2018;139858.0;3.4;214.2;4.0;Automatic;SUV;blue;5846408
BMW;X5;2020;178023.0;2.5;165.0;3.0;Automatic;SUV;red;4451789
BMW;X3;2019;163612.0;2.2;143.0;3.0;Automatic;SUV;white;4161854
BMW;5 Series;2013;56432.0;2.2;147.4;4.0;Automatic;Sedan;red;2588440
BMW;X7_M;2014;73056.0;3.1;207.7;4.0;Manual;SUV;red;4590558
BMW;5 Series;2018;142579.0;2.1;138.6;3.0;Automatic;Sedan;green;3182596
BMW;3 Series_M;2010;5000.0;3.4;214.2;4.0;Automatic;Sedan;red;3044097
BMW;7 Series;2013;53229.0;2.8;179.2;4.0;Automatic;Sedan;green;2814877
BMW;X7;2019;164301.0;2.3;149.5;4.0;Manual;SUV;red;4238046
BMW;7 Series;2016;100986.0;3.0;189.0;4.0;Automatic;Sedan;blue;3278962
BMW;X5_M;2016;109621.0;3.7;236.8;4.0;Automatic;SUV;blue;5324365
BMW;X3;2010;5000.0;2.9;185.6;4.0;Automatic;SUV;red;2771488
BMW;7 Series;2014;76103.0;2.1;132.3;4.0;Automatic;Sedan;black;2650656
BMW;X5;2017;132606.0;2.0;126.0;3.0;Automatic;SUV;blue;3645593
BMW;X3_M;2022;212792.0;3.3;221.1;3.0;Automatic;SUV;green;6958855
BMW;5 Series_M;2018;139252.0;3.2;211.2;3.0;Manual;Sedan;blue;4753856
BMW;5 Series;2015;92078.0;2.6;174.2;4.0;Manual;Sedan;red;2981779
BMW;X5;2019;;2.5;;3.0;Automatic;SUV;blue;4188487
BMW;X5;2013;52314.0;2.2;143.0;4.0;Automatic;SUV;white;3148178
BMW;7 Series;2011;17370.0;2.3;149.5;4.0;Automatic;Sedan;black;2426722
BMW;X5;2011;17774.0;1.5;97.5;4.0;Automatic;SUV;white;2512819
BMW;X3_M;2010;5000.0;3.3;207.9;4.0;Automatic;SUV;red;3435980
BMW;X3_M;2012;35956.0;;207.7;4.0;Automatic;SUV;black;3994788
BMW;X5;2016;109787.0;1.9;121.6;4.0;Automatic;SUV;red;3542944
BMW;X3;2013;54367.0;1.9;119.7;4.0;Automatic;SUV;blue;2967906
BMW;5 Series;2014;;2.4;153.6;;Automatic;Sedan;blue;2834675
BMW;X3;2010;5000.0;1.6;100.8;4.0;Manual;SUV;green;2239569
BMW;7 Series_M;2017;128795.0;3.0;192.0;3.0;Automatic;Sedan;green;4370089
BMW;3 Series;2014;72337.0;3.2;204.8;4.0;Manual;Sedan;blue;3089985
BMW;5 Series;2016;101993.0;1.9;127.3;4.0;Automatic;Sedan;white;2971951
BMW;7 Series;2016;107184.0;1.6;104.0;4.0;Automatic;Sedan;red;2735864
BMW;5 Series_M;2022;215235.0;3.2;204.8;3.0;Automatic;Sedan;green;5566256
BMW;X7;2015;90301.0;2.1;136.5;4.0;Manual;SUV;black;3411185
BMW;3 Series;2012;35228.0;3.2;204.8;4.0;Automatic;Sedan;red;2816605
BMW;X3;2012;37056.0;2.7;172.8;4.0;Automatic;SUV;blue;3055667
BMW;X7;2018;143839.0;2.2;143.0;4.0;Manual;SUV;blue;3959319
BMW;X7_M;2014;71715.0;3.5;220.5;4.0;Manual;SUV;green;4628797
BMW;X7_M;2011;18621.0;3.2;204.8;4.0;Manual;SUV;red;3752239
BMW;3 Series_M;2011;18073.0;3.3;207.9;4.0;Manual;Sedan;blue;3254722
BMW;X5_M;2016;105033.0;3.2;214.4;4.0;Manual;SUV;black;5263932
BMW;5 Series;2015;86751.0;2.3;149.5;4.0;Automatic;Sedan;green;2912884
BMW;7 Series;2020;179113.0;2.6;169.0;3.0;Automatic;Sedan;blue;3576140
BMW;X3;2020;189503.0;2.7;175.5;2.0;Automatic;SUV;green;4421195
BMW;X7;2019;168433.0;2.4;160.8;3.0;Automatic;SUV;white;4171285
BMW;3 Series;2015;91638.0;2.5;162.5;4.0;Automatic;Sedan;blue;2987985
BMW;X5;2010;5000.0;2.3;144.9;4.0;Manual;SUV;red;2538908
BMW;7 Series_M;2013;55166.0;3.3;207.9;4.0;Manual;Sedan;white;3703924
BMW;5 Series_M;2014;72003.0;3.8;250.8;4.0;Automatic;Sedan;red;4144858
BMW;5 Series;2018;147780.0;1.9;127.3;4.0;Automatic;Sedan;blue;3095055
BMW;7 Series_M;2012;36740.0;3.1;201.5;4.0;Automatic;Sedan;white;3453346
BMW;X5;2019;160907.0;3.0;195.0;4.0;Automatic;SUV;white;4474409
BMW;X3_M;2015;92604.0;3.2;201.6;4.0;Manual;SUV;blue;4836547
BMW;7 Series;2011;17845.0;1.8;117.0;4.0;Automatic;Sedan;white;2233575
BMW;X5_M;2014;69921.0;3.1;201.5;4.0;Automatic;SUV;blue;4622195
BMW;3 Series_M;2022;223646.0;3.5;231.0;3.0;Automatic;Sedan;white;5621192
BMW;3 Series_M;2011;18018.0;3.3;211.2;4.0;Manual;Sedan;red;3289140
BMW;7 Series_M;2022;214958.0;3.4;217.6;3.0;Manual;Sedan;blue;5672285
BMW;X7_M;2010;5000.0;3.0;195.0;4.0;Automatic;SUV;blue;3280364
BMW;X3;2016;109165.0;2.4;153.6;4.0;Automatic;SUV;red;3692535
BMW;X5;2016;106180.0;3.3;211.2;4.0;Automatic;SUV;black;4052507
BMW;X3_M;2021;204998.0;3.0;189.0;2.0;Automatic;SUV;red;6485358
BMW;5 Series_M;2019;158369.0;3.3;217.8;3.0;Automatic;Sedan;green;5005542
BMW;X7_M;2014;72999.0;3.5;234.5;4.0;Automatic;SUV;blue;4752569
BMW;X7;2019;162823.0;1.6;102.4;4.0;Manual;SUV;blue;3942545
BMW;7 Series;2011;18166.0;2.6;163.8;4.0;Manual;Sedan;white;2444083
BMW;X3_M;2019;164499.0;3.2;204.8;4.0;Manual;SUV;white;5961553
BMW;X3;2015;93249.0;2.1;134.4;4.0;Automatic;SUV;blue;3379527
BMW;3 Series_M;2018;145026.0;2.9;191.4;3.0;Automatic;Sedan;blue;4590012
BMW;5 Series_M;2018;144778.0;3.5;220.5;4.0;Automatic;Sedan;green;4746327
BMW;7 Series_M;2012;37963.0;3.4;217.6;4.0;Automatic;Sedan;white;3502778
BMW;X7;2014;74706.0;2.3;147.2;4.0;Automatic;SUV;green;3226091
BMW;X5;2016;106449.0;2.5;160.0;4.0;Manual;SUV;blue;3792690
BMW;X5_M;2021;203223.0;3.0;192.0;3.0;Automatic;SUV;black;6494678
BMW;X3;2018;137543.0;3.7;247.9;3.0;Automatic;SUV;black;4638753
BMW;X3_M;2015;90413.0;3.4;221.0;4.0;Automatic;SUV;black;4980655
BMW;X7_M;2012;34337.0;3.0;195.0;4.0;Automatic;SUV;white;3919579
BMW;5 Series;2020;182438.0;2.7;170.1;3.0;Manual;Sedan;blue;3545613
BMW;7 Series;2010;5000.0;2.7;172.8;4.0;Automatic;Sedan;red;2417926
BMW;7 Series;2011;18260.0;1.5;97.5;4.0;Automatic;Sedan;red;2123449
BMW;X3;2014;73176.0;2.1;136.5;4.0;Manual;SUV;black;3270493
BMW;5 Series_M;2015;89564.0;2.9;182.7;4.0;Automatic;Sedan;black;3973147
BMW;X7_M;2019;165470.0;3.6;234.0;3.0;Automatic;SUV;green;6165775
BMW;X5_M;2017;127769.0;3.3;217.8;4.0;Automatic;SUV;blue;5527114
BMW;5 Series;2011;17420.0;1.6;105.6;4.0;Manual;Sedan;green;2162370
BMW;7 Series;2021;185397.0;1.9;125.4;2.0;Automatic;Sedan;green;3652258
BMW;7 Series;2022;212891.0;2.2;140.8;2.0;Automatic;Sedan;red;3693236
BMW;5 Series_M;2012;35187.0;3.1;207.7;4.0;Automatic;Sedan;green;3480898
BMW;5 Series;2014;69261.0;2.2;143.0;4.0;Automatic;Sedan;blue;2759520
BMW;7 Series_M;2019;151881.0;3.1;204.6;4.0;Automatic;Sedan;black;4983085
BMW;7 Series;2015;91020.0;2.0;126.0;4.0;Automatic;Sedan;blue;2755364
BMW;X3_M;2022;216799.0;3.7;240.5;2.0;Automatic;SUV;black;7057240
BMW;X7_M;2021;190506.0;3.1;198.4;2.0;Automatic;SUV;black;6602377
BMW;X3_M;2010;5000.0;;241.2;4.0;Automatic;SUV;white;3519979
BMW;X3;2020;177990.0;2.8;179.2;3.0;Automatic;SUV;blue;4549981
BMW;X5_M;2021;188418.0;3.2;204.8;2.0;Automatic;SUV;red;6685904
BMW;3 Series;2011;18027.0;2.7;175.5;4.0;Automatic;Sedan;red;2574843
BMW;X3_M;2011;18021.0;3.5;227.5;4.0;Manual;SUV;white;3817411
BMW;X7;2010;5000.0;2.0;128.0;4.0;Automatic;SUV;red;2413149
BMW;5 Series_M;2013;56825.0;3.0;201.0;4.0;Manual;Sedan;red;3598707
BMW;3 Series_M;2022;209662.0;3.2;208.0;3.0;Automatic;Sedan;black;5623086
BMW;X5_M;2011;17856.0;3.5;224.0;4.0;Automatic;SUV;white;3862413
BMW;X5;2018;144977.0;2.5;157.5;3.0;Manual;SUV;white;4115179
BMW;X5_M;2017;124639.0;3.4;224.4;3.0;Automatic;SUV;red;5523190
BMW;7 Series_M;2013;55673.0;3.3;211.2;4.0;Manual;Sedan;blue;3704855
BMW;7 Series;2015;88273.0;;140.8;4.0;Automatic;Sedan;red;2844129
BMW;X3_M;2016;109621.0;3.4;221.0;4.0;Manual;SUV;red;5180566
BMW;7 Series_M;2014;;3.3;211.2;4.0;Manual;Sedan;red;3878038
BMW;5 Series;2019;158169.0;2.1;138.6;3.0;Automatic;Sedan;black;3318686
BMW;3 Series;2011;17569.0;2.0;130.0;4.0;Manual;Sedan;red;2339020
BMW;X5_M;2010;5000.0;3.4;227.8;4.0;Automatic;SUV;blue;3475273
BMW;7 Series;2014;74853.0;2.4;153.6;4.0;Automatic;Sedan;white;2762490
BMW;7 Series_M;2019;164045.0;3.2;208.0;4.0;Automatic;Sedan;red;4884651
BMW;X7_M;2013;57253.0;3.3;211.2;4.0;Automatic;SUV;red;4331441
BMW;X7_M;2014;69127.0;3.4;224.4;4.0;Manual;SUV;black;4670172
BMW;3 Series;2016;112875.0;1.8;118.8;4.0;Manual;Sedan;red;2840292
BMW;X7_M;2021;188083.0;3.3;214.5;3.0;Manual;SUV;white;6696764
BMW;X5;2014;72437.0;2.4;153.6;;Manual;SUV;green;3328436
BMW;X7;2014;69749.0;2.7;172.8;4.0;Manual;SUV;blue;3413552
BMW;X5_M;2012;34883.0;3.1;204.6;4.0;Automatic;SUV;white;3969972
BMW;5 Series_M;2019;165087.0;3.0;201.0;3.0;Automatic;Sedan;white;4918441
BMW;7 Series_M;2015;86123.0;3.3;207.9;4.0;Automatic;Sedan;green;4181032
BMW;7 Series;2021;209564.0;2.5;165.0;3.0;Manual;Sedan;black;3544389
BMW;7 Series_M;2018;146540.0;3.1;195.3;4.0;Manual;Sedan;green;4641161
BMW;3 Series_M;2011;17297.0;3.1;195.3;4.0;Manual;Sedan;green;3229990
